"UserPrincipalName","DisplayName","Department","JobTitle","AccountEnabled","LastSignInDateTime","DaysSinceLastSignIn","IsActive","ActivityLevel","CreatedDateTime","AnalysisTimestamp"
"user30@mirai-const.co.jp","サンプルユーザー 30","技術部","マネージャー","True","2025/06/10 16:47:12","3","True","高活動","2025/01/14 16:47:12","2025/06/13 16:47:12"
"user31@mirai-const.co.jp","サンプルユーザー 31","管理部","アシスタント","True","2025/05/22 16:47:12","22","True","中活動","2024/10/05 16:47:12","2025/06/13 16:47:12"
"user32@mirai-const.co.jp","サンプルユーザー 32","経理部","スペシャリスト","True","2025/06/09 16:47:12","4","True","高活動","2024/08/06 16:47:12","2025/06/13 16:47:12"
"user33@mirai-const.co.jp","サンプルユーザー 33","営業部","スペシャリスト","True","2025/06/07 16:47:12","6","True","高活動","2025/03/25 16:47:12","2025/06/13 16:47:12"
"user34@mirai-const.co.jp","サンプルユーザー 34","管理部","アシスタント","True","2025/05/25 16:47:12","19","True","中活動","2024/12/03 16:47:12","2025/06/13 16:47:12"
"user35@mirai-const.co.jp","サンプルユーザー 35","経理部","スペシャリスト","True","2025/05/18 16:47:12","26","True","中活動","2024/08/28 16:47:12","2025/06/13 16:47:12"
"user36@mirai-const.co.jp","サンプルユーザー 36","技術部","アシスタント","True","2025/06/03 16:47:12","10","True","中活動","2024/10/21 16:47:12","2025/06/13 16:47:12"
"user37@mirai-const.co.jp","サンプルユーザー 37","営業部","シニアエンジニア","True","2025/06/03 16:47:12","10","True","中活動","2025/02/12 16:47:12","2025/06/13 16:47:12"
"user38@mirai-const.co.jp","サンプルユーザー 38","管理部","マネージャー","True","2025/05/25 16:47:12","19","True","中活動","2025/04/03 16:47:12","2025/06/13 16:47:12"
"user39@mirai-const.co.jp","サンプルユーザー 39","営業部","スペシャリスト","True","2025/05/24 16:47:12","20","True","中活動","2024/09/05 16:47:12","2025/06/13 16:47:12"
"user40@mirai-const.co.jp","サンプルユーザー 40","人事部","マネージャー","True","2025/06/09 16:47:12","4","True","高活動","2024/10/27 16:47:12","2025/06/13 16:47:12"
"user41@mirai-const.co.jp","サンプルユーザー 41","技術部","アシスタント","True","2025/06/11 16:47:12","2","True","高活動","2024/09/16 16:47:12","2025/06/13 16:47:12"
"user42@mirai-const.co.jp","サンプルユーザー 42","営業部","シニアエンジニア","True","2025/05/21 16:47:12","23","True","中活動","2024/12/05 16:47:12","2025/06/13 16:47:12"
"user43@mirai-const.co.jp","サンプルユーザー 43","人事部","スペシャリスト","True","2025/06/09 16:47:12","4","True","高活動","2025/01/12 16:47:12","2025/06/13 16:47:12"
"user44@mirai-const.co.jp","サンプルユーザー 44","経理部","アシスタント","True","2025/05/26 16:47:12","18","True","中活動","2024/12/21 16:47:12","2025/06/13 16:47:12"
"user45@mirai-const.co.jp","サンプルユーザー 45","管理部","マネージャー","True","2025/06/12 16:47:12","1","True","高活動","2024/06/28 16:47:12","2025/06/13 16:47:12"
"user46@mirai-const.co.jp","サンプルユーザー 46","経理部","シニアエンジニア","True","2025/05/30 16:47:12","14","True","中活動","2024/06/21 16:47:12","2025/06/13 16:47:12"
"user47@mirai-const.co.jp","サンプルユーザー 47","管理部","マネージャー","True","2025/05/17 16:47:12","27","True","中活動","2024/11/26 16:47:12","2025/06/13 16:47:12"
"user48@mirai-const.co.jp","サンプルユーザー 48","人事部","アシスタント","True","2025/05/15 16:47:12","29","True","中活動","2024/11/03 16:47:12","2025/06/13 16:47:12"
"user49@mirai-const.co.jp","サンプルユーザー 49","人事部","スペシャリスト","True","2025/05/17 16:47:12","27","True","中活動","2024/10/26 16:47:12","2025/06/13 16:47:12"
"user50@mirai-const.co.jp","サンプルユーザー 50","管理部","エンジニア","True","2025/06/10 16:47:12","3","True","高活動","2025/01/14 16:47:12","2025/06/13 16:47:12"
"user51@mirai-const.co.jp","サンプルユーザー 51","人事部","エンジニア","True","2025/06/09 16:47:12","4","True","高活動","2024/12/05 16:47:12","2025/06/13 16:47:12"
"user52@mirai-const.co.jp","サンプルユーザー 52","管理部","アシスタント","True","2025/06/07 16:47:12","6","True","高活動","2024/08/04 16:47:12","2025/06/13 16:47:12"
"user53@mirai-const.co.jp","サンプルユーザー 53","営業部","アシスタント","True","2025/06/05 16:47:12","8","True","中活動","2024/10/02 16:47:12","2025/06/13 16:47:12"
"user54@mirai-const.co.jp","サンプルユーザー 54","管理部","シニアエンジニア","True","2025/06/05 16:47:12","8","True","中活動","2024/10/06 16:47:12","2025/06/13 16:47:12"
"user55@mirai-const.co.jp","サンプルユーザー 55","人事部","シニアエンジニア","True","2025/06/08 16:47:12","5","True","高活動","2024/08/21 16:47:12","2025/06/13 16:47:12"
"user56@mirai-const.co.jp","サンプルユーザー 56","技術部","スペシャリスト","True","2025/06/03 16:47:12","10","True","中活動","2024/08/14 16:47:12","2025/06/13 16:47:12"
"user57@mirai-const.co.jp","サンプルユーザー 57","人事部","エンジニア","True","2025/05/19 16:47:12","25","True","中活動","2025/01/11 16:47:12","2025/06/13 16:47:12"
"user58@mirai-const.co.jp","サンプルユーザー 58","人事部","シニアエンジニア","True","2025/05/24 16:47:12","20","True","中活動","2025/02/09 16:47:12","2025/06/13 16:47:12"
"user59@mirai-const.co.jp","サンプルユーザー 59","人事部","マネージャー","True","2025/05/24 16:47:12","20","True","中活動","2024/11/03 16:47:12","2025/06/13 16:47:12"
"user60@mirai-const.co.jp","サンプルユーザー 60","技術部","エンジニア","True","2025/05/24 16:47:12","20","True","中活動","2024/11/19 16:47:12","2025/06/13 16:47:12"
"user61@mirai-const.co.jp","サンプルユーザー 61","営業部","スペシャリスト","True","2025/05/18 16:47:12","26","True","中活動","2025/01/28 16:47:12","2025/06/13 16:47:12"
"user62@mirai-const.co.jp","サンプルユーザー 62","人事部","マネージャー","True","2025/05/22 16:47:12","22","True","中活動","2024/08/25 16:47:12","2025/06/13 16:47:12"
"user63@mirai-const.co.jp","サンプルユーザー 63","経理部","エンジニア","True","2025/05/31 16:47:12","13","True","中活動","2024/12/19 16:47:12","2025/06/13 16:47:12"
"user64@mirai-const.co.jp","サンプルユーザー 64","人事部","アシスタント","True","2025/06/12 16:47:12","1","True","高活動","2025/02/21 16:47:12","2025/06/13 16:47:12"
"user65@mirai-const.co.jp","サンプルユーザー 65","技術部","エンジニア","True","2025/05/29 16:47:12","15","True","中活動","2025/03/18 16:47:12","2025/06/13 16:47:12"
"user66@mirai-const.co.jp","サンプルユーザー 66","人事部","マネージャー","True","2025/05/17 16:47:12","27","True","中活動","2024/11/27 16:47:12","2025/06/13 16:47:12"
"user67@mirai-const.co.jp","サンプルユーザー 67","技術部","エンジニア","True","2025/06/11 16:47:12","2","True","高活動","2024/08/02 16:47:12","2025/06/13 16:47:12"
"user68@mirai-const.co.jp","サンプルユーザー 68","管理部","マネージャー","True","2025/06/12 16:47:12","1","True","高活動","2025/04/16 16:47:12","2025/06/13 16:47:12"
"user69@mirai-const.co.jp","サンプルユーザー 69","技術部","アシスタント","True","2025/05/16 16:47:12","28","True","中活動","2024/10/20 16:47:12","2025/06/13 16:47:12"
"user70@mirai-const.co.jp","サンプルユーザー 70","人事部","シニアエンジニア","True","2025/06/05 16:47:12","8","True","中活動","2025/03/22 16:47:12","2025/06/13 16:47:12"
"user71@mirai-const.co.jp","サンプルユーザー 71","経理部","シニアエンジニア","True","2025/05/27 16:47:12","17","True","中活動","2024/11/28 16:47:12","2025/06/13 16:47:12"
"user72@mirai-const.co.jp","サンプルユーザー 72","営業部","アシスタント","True","2025/05/21 16:47:12","23","True","中活動","2024/07/29 16:47:12","2025/06/13 16:47:12"
"user73@mirai-const.co.jp","サンプルユーザー 73","営業部","スペシャリスト","True","2025/05/24 16:47:12","20","True","中活動","2024/07/15 16:47:12","2025/06/13 16:47:12"
"user74@mirai-const.co.jp","サンプルユーザー 74","管理部","スペシャリスト","True","2025/06/05 16:47:12","8","True","中活動","2025/03/05 16:47:12","2025/06/13 16:47:12"
"user75@mirai-const.co.jp","サンプルユーザー 75","管理部","マネージャー","True","2025/05/15 16:47:12","29","True","中活動","2025/05/05 16:47:12","2025/06/13 16:47:12"
"user76@mirai-const.co.jp","サンプルユーザー 76","人事部","スペシャリスト","True","2025/06/05 16:47:12","8","True","中活動","2025/01/26 16:47:12","2025/06/13 16:47:12"
"user77@mirai-const.co.jp","サンプルユーザー 77","営業部","スペシャリスト","True","2025/06/08 16:47:12","5","True","高活動","2025/01/17 16:47:12","2025/06/13 16:47:12"
"user78@mirai-const.co.jp","サンプルユーザー 78","管理部","スペシャリスト","True","2025/06/06 16:47:12","7","True","高活動","2025/05/13 16:47:12","2025/06/13 16:47:12"
"user79@mirai-const.co.jp","サンプルユーザー 79","営業部","スペシャリスト","True","2025/06/07 16:47:12","6","True","高活動","2025/03/15 16:47:12","2025/06/13 16:47:12"
"user80@mirai-const.co.jp","サンプルユーザー 80","経理部","アシスタント","True","2025/05/25 16:47:12","19","True","中活動","2024/09/21 16:47:12","2025/06/13 16:47:12"
"user81@mirai-const.co.jp","サンプルユーザー 81","人事部","シニアエンジニア","True","2025/05/27 16:47:12","17","True","中活動","2024/12/27 16:47:12","2025/06/13 16:47:12"
"user82@mirai-const.co.jp","サンプルユーザー 82","営業部","アシスタント","True","2025/06/10 16:47:12","3","True","高活動","2024/08/03 16:47:12","2025/06/13 16:47:12"
"user83@mirai-const.co.jp","サンプルユーザー 83","技術部","マネージャー","True","2025/05/26 16:47:12","18","True","中活動","2024/06/20 16:47:12","2025/06/13 16:47:12"
"user84@mirai-const.co.jp","サンプルユーザー 84","管理部","アシスタント","True","2025/06/06 16:47:12","7","True","高活動","2024/11/06 16:47:12","2025/06/13 16:47:12"
"user85@mirai-const.co.jp","サンプルユーザー 85","技術部","エンジニア","True","2025/05/26 16:47:12","18","True","中活動","2025/03/23 16:47:12","2025/06/13 16:47:12"
"user86@mirai-const.co.jp","サンプルユーザー 86","管理部","シニアエンジニア","True","2025/06/11 16:47:12","2","True","高活動","2024/06/29 16:47:12","2025/06/13 16:47:12"
"user87@mirai-const.co.jp","サンプルユーザー 87","管理部","エンジニア","True","2025/06/04 16:47:12","9","True","中活動","2025/04/06 16:47:12","2025/06/13 16:47:12"
"user88@mirai-const.co.jp","サンプルユーザー 88","営業部","スペシャリスト","True","2025/05/16 16:47:12","28","True","中活動","2025/03/13 16:47:12","2025/06/13 16:47:12"
"user89@mirai-const.co.jp","サンプルユーザー 89","技術部","マネージャー","True","2025/06/10 16:47:12","3","True","高活動","2024/12/29 16:47:12","2025/06/13 16:47:12"
"user90@mirai-const.co.jp","サンプルユーザー 90","営業部","シニアエンジニア","True","2025/06/07 16:47:12","6","True","高活動","2024/07/16 16:47:12","2025/06/13 16:47:12"
"user91@mirai-const.co.jp","サンプルユーザー 91","人事部","マネージャー","True","2025/05/15 16:47:12","29","True","中活動","2025/02/10 16:47:12","2025/06/13 16:47:12"
"user92@mirai-const.co.jp","サンプルユーザー 92","技術部","マネージャー","True","2025/06/09 16:47:12","4","True","高活動","2024/06/28 16:47:12","2025/06/13 16:47:12"
"user93@mirai-const.co.jp","サンプルユーザー 93","技術部","スペシャリスト","True","2025/05/16 16:47:12","28","True","中活動","2025/02/07 16:47:12","2025/06/13 16:47:12"
"user94@mirai-const.co.jp","サンプルユーザー 94","人事部","アシスタント","True","2025/05/20 16:47:12","24","True","中活動","2024/09/19 16:47:12","2025/06/13 16:47:12"
"user95@mirai-const.co.jp","サンプルユーザー 95","管理部","アシスタント","True","2025/06/04 16:47:12","9","True","中活動","2024/10/15 16:47:12","2025/06/13 16:47:12"
"user96@mirai-const.co.jp","サンプルユーザー 96","人事部","エンジニア","True","2025/05/19 16:47:12","25","True","中活動","2024/10/10 16:47:12","2025/06/13 16:47:12"
"user97@mirai-const.co.jp","サンプルユーザー 97","管理部","スペシャリスト","True","2025/06/01 16:47:12","12","True","中活動","2025/02/12 16:47:12","2025/06/13 16:47:12"
"user98@mirai-const.co.jp","サンプルユーザー 98","人事部","アシスタント","True","2025/05/21 16:47:12","23","True","中活動","2025/04/17 16:47:12","2025/06/13 16:47:12"
"user99@mirai-const.co.jp","サンプルユーザー 99","技術部","マネージャー","True","2025/06/06 16:47:12","7","True","高活動","2024/09/29 16:47:12","2025/06/13 16:47:12"
"user100@mirai-const.co.jp","サンプルユーザー 100","管理部","マネージャー","True","2025/05/27 16:47:12","17","True","中活動","2024/11/12 16:47:12","2025/06/13 16:47:12"
