"UserPrincipalName","DisplayName","Department","JobTitle","AccountEnabled","LastSignInDateTime","DaysSinceLastSignIn","IsActive","ActivityLevel","CreatedDateTime","AnalysisTimestamp"
"user36@mirai-const.co.jp","サンプルユーザー 36","経理部","スペシャリスト","True","2025/05/31 16:53:51","13","True","中活動","2025/04/01 16:53:51","06/13/2025 16:53:51"
"user37@mirai-const.co.jp","サンプルユーザー 37","技術部","シニアエンジニア","True","2025/06/01 16:53:51","12","True","中活動","2024/09/24 16:53:51","06/13/2025 16:53:51"
"user38@mirai-const.co.jp","サンプルユーザー 38","管理部","アシスタント","True","2025/05/17 16:53:51","27","True","中活動","2025/04/15 16:53:51","06/13/2025 16:53:51"
"user39@mirai-const.co.jp","サンプルユーザー 39","管理部","アシスタント","True","2025/06/12 16:53:51","1","True","高活動","2024/09/07 16:53:51","06/13/2025 16:53:51"
"user40@mirai-const.co.jp","サンプルユーザー 40","営業部","スペシャリスト","True","2025/05/26 16:53:51","18","True","中活動","2024/09/01 16:53:51","06/13/2025 16:53:51"
"user41@mirai-const.co.jp","サンプルユーザー 41","営業部","シニアエンジニア","True","2025/05/27 16:53:51","17","True","中活動","2024/10/08 16:53:51","06/13/2025 16:53:51"
"user42@mirai-const.co.jp","サンプルユーザー 42","人事部","マネージャー","True","2025/06/08 16:53:51","5","True","高活動","2024/12/23 16:53:51","06/13/2025 16:53:51"
"user43@mirai-const.co.jp","サンプルユーザー 43","管理部","エンジニア","True","2025/06/02 16:53:51","11","True","中活動","2024/06/27 16:53:51","06/13/2025 16:53:51"
"user44@mirai-const.co.jp","サンプルユーザー 44","経理部","アシスタント","True","2025/06/09 16:53:51","4","True","高活動","2024/09/18 16:53:51","06/13/2025 16:53:51"
"user45@mirai-const.co.jp","サンプルユーザー 45","営業部","アシスタント","True","2025/05/27 16:53:51","17","True","中活動","2024/11/08 16:53:51","06/13/2025 16:53:51"
"user46@mirai-const.co.jp","サンプルユーザー 46","人事部","スペシャリスト","True","2025/06/04 16:53:51","9","True","中活動","2025/04/23 16:53:51","06/13/2025 16:53:51"
"user47@mirai-const.co.jp","サンプルユーザー 47","営業部","エンジニア","True","2025/06/06 16:53:51","7","True","高活動","2025/02/08 16:53:51","06/13/2025 16:53:51"
"user48@mirai-const.co.jp","サンプルユーザー 48","人事部","エンジニア","True","2025/06/03 16:53:51","10","True","中活動","2024/09/28 16:53:51","06/13/2025 16:53:51"
"user49@mirai-const.co.jp","サンプルユーザー 49","技術部","シニアエンジニア","True","2025/05/17 16:53:51","27","True","中活動","2025/04/16 16:53:51","06/13/2025 16:53:51"
"user50@mirai-const.co.jp","サンプルユーザー 50","経理部","マネージャー","True","2025/05/15 16:53:51","29","True","中活動","2024/08/02 16:53:51","06/13/2025 16:53:51"
"user51@mirai-const.co.jp","サンプルユーザー 51","営業部","シニアエンジニア","True","2025/05/23 16:53:51","21","True","中活動","2024/08/16 16:53:51","06/13/2025 16:53:51"
"user52@mirai-const.co.jp","サンプルユーザー 52","営業部","マネージャー","True","2025/06/08 16:53:51","5","True","高活動","2024/09/22 16:53:51","06/13/2025 16:53:51"
"user53@mirai-const.co.jp","サンプルユーザー 53","人事部","アシスタント","True","2025/06/12 16:53:51","1","True","高活動","2024/09/24 16:53:51","06/13/2025 16:53:51"
"user54@mirai-const.co.jp","サンプルユーザー 54","管理部","シニアエンジニア","True","2025/06/05 16:53:51","8","True","中活動","2024/11/10 16:53:51","06/13/2025 16:53:51"
"user55@mirai-const.co.jp","サンプルユーザー 55","営業部","マネージャー","True","2025/05/26 16:53:51","18","True","中活動","2024/11/08 16:53:51","06/13/2025 16:53:51"
"user56@mirai-const.co.jp","サンプルユーザー 56","技術部","マネージャー","True","2025/05/26 16:53:51","18","True","中活動","2024/07/27 16:53:51","06/13/2025 16:53:51"
"user57@mirai-const.co.jp","サンプルユーザー 57","営業部","エンジニア","True","2025/05/19 16:53:51","25","True","中活動","2024/08/26 16:53:51","06/13/2025 16:53:51"
"user58@mirai-const.co.jp","サンプルユーザー 58","経理部","アシスタント","True","2025/06/03 16:53:51","10","True","中活動","2024/09/25 16:53:51","06/13/2025 16:53:51"
"user59@mirai-const.co.jp","サンプルユーザー 59","管理部","スペシャリスト","True","2025/06/12 16:53:51","1","True","高活動","2024/12/02 16:53:51","06/13/2025 16:53:51"
"user60@mirai-const.co.jp","サンプルユーザー 60","管理部","スペシャリスト","True","2025/05/22 16:53:51","22","True","中活動","2024/12/17 16:53:51","06/13/2025 16:53:51"
"user61@mirai-const.co.jp","サンプルユーザー 61","技術部","エンジニア","True","2025/06/08 16:53:51","5","True","高活動","2025/04/25 16:53:51","06/13/2025 16:53:51"
"user62@mirai-const.co.jp","サンプルユーザー 62","技術部","シニアエンジニア","True","2025/05/20 16:53:51","24","True","中活動","2024/11/01 16:53:51","06/13/2025 16:53:51"
"user63@mirai-const.co.jp","サンプルユーザー 63","営業部","シニアエンジニア","True","2025/06/11 16:53:51","2","True","高活動","2024/08/15 16:53:51","06/13/2025 16:53:51"
"user64@mirai-const.co.jp","サンプルユーザー 64","技術部","マネージャー","True","2025/05/15 16:53:51","29","True","中活動","2024/12/15 16:53:51","06/13/2025 16:53:51"
"user65@mirai-const.co.jp","サンプルユーザー 65","営業部","スペシャリスト","True","2025/05/23 16:53:51","21","True","中活動","2024/11/15 16:53:51","06/13/2025 16:53:51"
"user66@mirai-const.co.jp","サンプルユーザー 66","人事部","スペシャリスト","True","2025/05/15 16:53:51","29","True","中活動","2025/03/09 16:53:51","06/13/2025 16:53:51"
"user67@mirai-const.co.jp","サンプルユーザー 67","管理部","マネージャー","True","2025/06/10 16:53:51","3","True","高活動","2025/04/16 16:53:51","06/13/2025 16:53:51"
"user68@mirai-const.co.jp","サンプルユーザー 68","経理部","マネージャー","True","2025/06/03 16:53:51","10","True","中活動","2025/02/21 16:53:51","06/13/2025 16:53:51"
"user69@mirai-const.co.jp","サンプルユーザー 69","営業部","マネージャー","True","2025/05/15 16:53:51","29","True","中活動","2025/03/14 16:53:51","06/13/2025 16:53:51"
"user70@mirai-const.co.jp","サンプルユーザー 70","経理部","アシスタント","True","2025/06/10 16:53:51","3","True","高活動","2025/04/20 16:53:51","06/13/2025 16:53:51"
"user71@mirai-const.co.jp","サンプルユーザー 71","技術部","アシスタント","True","2025/05/26 16:53:51","18","True","中活動","2024/08/27 16:53:51","06/13/2025 16:53:51"
"user72@mirai-const.co.jp","サンプルユーザー 72","技術部","アシスタント","True","2025/06/08 16:53:51","5","True","高活動","2024/10/11 16:53:51","06/13/2025 16:53:51"
"user73@mirai-const.co.jp","サンプルユーザー 73","管理部","アシスタント","True","2025/06/07 16:53:51","6","True","高活動","2024/10/19 16:53:51","06/13/2025 16:53:51"
"user74@mirai-const.co.jp","サンプルユーザー 74","経理部","マネージャー","True","2025/05/27 16:53:51","17","True","中活動","2025/03/01 16:53:51","06/13/2025 16:53:51"
"user75@mirai-const.co.jp","サンプルユーザー 75","技術部","エンジニア","True","2025/06/05 16:53:51","8","True","中活動","2025/01/03 16:53:51","06/13/2025 16:53:51"
"user76@mirai-const.co.jp","サンプルユーザー 76","技術部","マネージャー","True","2025/06/04 16:53:51","9","True","中活動","2025/02/10 16:53:51","06/13/2025 16:53:51"
"user77@mirai-const.co.jp","サンプルユーザー 77","経理部","アシスタント","True","2025/05/21 16:53:51","23","True","中活動","2024/08/09 16:53:51","06/13/2025 16:53:51"
"user78@mirai-const.co.jp","サンプルユーザー 78","営業部","アシスタント","True","2025/06/08 16:53:51","5","True","高活動","2024/07/06 16:53:51","06/13/2025 16:53:51"
"user79@mirai-const.co.jp","サンプルユーザー 79","技術部","アシスタント","True","2025/05/25 16:53:51","19","True","中活動","2025/02/06 16:53:51","06/13/2025 16:53:51"
"user80@mirai-const.co.jp","サンプルユーザー 80","技術部","アシスタント","True","2025/05/31 16:53:51","13","True","中活動","2025/02/02 16:53:51","06/13/2025 16:53:51"
"user81@mirai-const.co.jp","サンプルユーザー 81","経理部","スペシャリスト","True","2025/05/25 16:53:51","19","True","中活動","2024/08/08 16:53:51","06/13/2025 16:53:51"
"user82@mirai-const.co.jp","サンプルユーザー 82","管理部","シニアエンジニア","True","2025/05/29 16:53:51","15","True","中活動","2025/02/13 16:53:51","06/13/2025 16:53:51"
"user83@mirai-const.co.jp","サンプルユーザー 83","技術部","シニアエンジニア","True","2025/05/19 16:53:51","25","True","中活動","2024/10/05 16:53:51","06/13/2025 16:53:51"
"user84@mirai-const.co.jp","サンプルユーザー 84","営業部","シニアエンジニア","True","2025/05/25 16:53:51","19","True","中活動","2024/08/21 16:53:51","06/13/2025 16:53:51"
"user85@mirai-const.co.jp","サンプルユーザー 85","経理部","アシスタント","True","2025/05/15 16:53:51","29","True","中活動","2024/09/25 16:53:51","06/13/2025 16:53:51"
"user86@mirai-const.co.jp","サンプルユーザー 86","営業部","シニアエンジニア","True","2025/05/25 16:53:51","19","True","中活動","2024/12/12 16:53:51","06/13/2025 16:53:51"
"user87@mirai-const.co.jp","サンプルユーザー 87","営業部","スペシャリスト","True","2025/05/16 16:53:51","28","True","中活動","2024/12/28 16:53:51","06/13/2025 16:53:51"
"user88@mirai-const.co.jp","サンプルユーザー 88","経理部","スペシャリスト","True","2025/05/27 16:53:51","17","True","中活動","2025/01/18 16:53:51","06/13/2025 16:53:51"
"user89@mirai-const.co.jp","サンプルユーザー 89","技術部","シニアエンジニア","True","2025/06/09 16:53:51","4","True","高活動","2024/08/15 16:53:51","06/13/2025 16:53:51"
"user90@mirai-const.co.jp","サンプルユーザー 90","人事部","エンジニア","True","2025/06/09 16:53:51","4","True","高活動","2025/01/01 16:53:51","06/13/2025 16:53:51"
"user91@mirai-const.co.jp","サンプルユーザー 91","技術部","スペシャリスト","True","2025/06/07 16:53:51","6","True","高活動","2024/10/08 16:53:51","06/13/2025 16:53:51"
"user92@mirai-const.co.jp","サンプルユーザー 92","人事部","マネージャー","True","2025/06/01 16:53:51","12","True","中活動","2025/01/28 16:53:51","06/13/2025 16:53:51"
"user93@mirai-const.co.jp","サンプルユーザー 93","営業部","エンジニア","True","2025/05/20 16:53:51","24","True","中活動","2024/06/21 16:53:51","06/13/2025 16:53:51"
"user94@mirai-const.co.jp","サンプルユーザー 94","管理部","マネージャー","True","2025/06/05 16:53:51","8","True","中活動","2024/11/30 16:53:51","06/13/2025 16:53:51"
"user95@mirai-const.co.jp","サンプルユーザー 95","技術部","シニアエンジニア","True","2025/06/05 16:53:51","8","True","中活動","2024/08/27 16:53:51","06/13/2025 16:53:51"
"user96@mirai-const.co.jp","サンプルユーザー 96","経理部","マネージャー","True","2025/05/15 16:53:51","29","True","中活動","2025/02/01 16:53:51","06/13/2025 16:53:51"
"user97@mirai-const.co.jp","サンプルユーザー 97","技術部","シニアエンジニア","True","2025/05/24 16:53:51","20","True","中活動","2025/03/09 16:53:51","06/13/2025 16:53:51"
"user98@mirai-const.co.jp","サンプルユーザー 98","人事部","スペシャリスト","True","2025/05/15 16:53:51","29","True","中活動","2025/03/23 16:53:51","06/13/2025 16:53:51"
"user99@mirai-const.co.jp","サンプルユーザー 99","営業部","スペシャリスト","True","2025/06/09 16:53:51","4","True","高活動","2024/06/21 16:53:51","06/13/2025 16:53:51"
"user100@mirai-const.co.jp","サンプルユーザー 100","管理部","エンジニア","True","2025/05/25 16:53:51","19","True","中活動","2024/12/15 16:53:51","06/13/2025 16:53:51"
