"UserPrincipalName","DisplayName","Department","JobTitle","AccountEnabled","LastSignInDateTime","DaysSinceLastSignIn","IsActive","ActivityLevel","CreatedDateTime","AnalysisTimestamp"
"user15@mirai-const.co.jp","サンプルユーザー 15","技術部","エンジニア","True","2025/05/29 16:55:38","15","True","中活動","2024/12/02 16:55:38","2025/06/13 16:55:38"
"user16@mirai-const.co.jp","サンプルユーザー 16","営業部","スペシャリスト","True","2025/06/04 16:55:38","9","True","中活動","2024/12/28 16:55:38","2025/06/13 16:55:38"
"user17@mirai-const.co.jp","サンプルユーザー 17","技術部","スペシャリスト","True","2025/06/01 16:55:38","12","True","中活動","2025/02/12 16:55:38","2025/06/13 16:55:38"
"user18@mirai-const.co.jp","サンプルユーザー 18","営業部","マネージャー","True","2025/05/20 16:55:38","24","True","中活動","2025/04/10 16:55:38","2025/06/13 16:55:38"
"user19@mirai-const.co.jp","サンプルユーザー 19","管理部","スペシャリスト","True","2025/05/22 16:55:38","22","True","中活動","2024/12/11 16:55:38","2025/06/13 16:55:38"
"user20@mirai-const.co.jp","サンプルユーザー 20","技術部","スペシャリスト","True","2025/06/05 16:55:38","8","True","中活動","2025/04/03 16:55:38","2025/06/13 16:55:38"
"user21@mirai-const.co.jp","サンプルユーザー 21","経理部","スペシャリスト","True","2025/06/09 16:55:38","4","True","高活動","2024/11/05 16:55:38","2025/06/13 16:55:38"
"user22@mirai-const.co.jp","サンプルユーザー 22","経理部","スペシャリスト","True","2025/05/17 16:55:38","27","True","中活動","2024/11/21 16:55:38","2025/06/13 16:55:38"
"user23@mirai-const.co.jp","サンプルユーザー 23","人事部","マネージャー","True","2025/06/01 16:55:38","12","True","中活動","2024/09/15 16:55:38","2025/06/13 16:55:38"
"user24@mirai-const.co.jp","サンプルユーザー 24","営業部","スペシャリスト","True","2025/06/04 16:55:38","9","True","中活動","2024/11/03 16:55:38","2025/06/13 16:55:38"
"user25@mirai-const.co.jp","サンプルユーザー 25","経理部","スペシャリスト","True","2025/05/15 16:55:38","29","True","中活動","2024/07/15 16:55:38","2025/06/13 16:55:38"
"user26@mirai-const.co.jp","サンプルユーザー 26","人事部","エンジニア","True","2025/06/12 16:55:38","1","True","高活動","2025/04/02 16:55:38","2025/06/13 16:55:38"
"user27@mirai-const.co.jp","サンプルユーザー 27","技術部","アシスタント","True","2025/05/23 16:55:38","21","True","中活動","2024/07/24 16:55:38","2025/06/13 16:55:38"
"user28@mirai-const.co.jp","サンプルユーザー 28","技術部","マネージャー","True","2025/05/26 16:55:38","18","True","中活動","2024/10/04 16:55:38","2025/06/13 16:55:38"
"user29@mirai-const.co.jp","サンプルユーザー 29","管理部","アシスタント","True","2025/05/17 16:55:38","27","True","中活動","2024/09/13 16:55:38","2025/06/13 16:55:38"
"user30@mirai-const.co.jp","サンプルユーザー 30","管理部","エンジニア","True","2025/06/02 16:55:38","11","True","中活動","2025/03/04 16:55:38","2025/06/13 16:55:38"
"user31@mirai-const.co.jp","サンプルユーザー 31","技術部","スペシャリスト","True","2025/05/28 16:55:38","16","True","中活動","2025/01/29 16:55:38","2025/06/13 16:55:38"
"user32@mirai-const.co.jp","サンプルユーザー 32","人事部","エンジニア","True","2025/05/24 16:55:38","20","True","中活動","2025/04/19 16:55:38","2025/06/13 16:55:38"
"user33@mirai-const.co.jp","サンプルユーザー 33","管理部","シニアエンジニア","True","2025/05/15 16:55:38","29","True","中活動","2025/02/05 16:55:38","2025/06/13 16:55:38"
"user34@mirai-const.co.jp","サンプルユーザー 34","管理部","スペシャリスト","True","2025/05/16 16:55:38","28","True","中活動","2025/01/08 16:55:38","2025/06/13 16:55:38"
"user35@mirai-const.co.jp","サンプルユーザー 35","管理部","スペシャリスト","True","2025/05/22 16:55:38","22","True","中活動","2024/07/07 16:55:38","2025/06/13 16:55:38"
"user36@mirai-const.co.jp","サンプルユーザー 36","人事部","エンジニア","True","2025/05/22 16:55:38","22","True","中活動","2025/02/01 16:55:38","2025/06/13 16:55:38"
"user37@mirai-const.co.jp","サンプルユーザー 37","営業部","スペシャリスト","True","2025/06/02 16:55:38","11","True","中活動","2024/10/07 16:55:38","2025/06/13 16:55:38"
"user38@mirai-const.co.jp","サンプルユーザー 38","営業部","アシスタント","True","2025/05/27 16:55:38","17","True","中活動","2024/11/13 16:55:38","2025/06/13 16:55:38"
"user39@mirai-const.co.jp","サンプルユーザー 39","経理部","シニアエンジニア","True","2025/06/10 16:55:38","3","True","高活動","2024/12/18 16:55:38","2025/06/13 16:55:38"
"user40@mirai-const.co.jp","サンプルユーザー 40","経理部","アシスタント","True","2025/06/04 16:55:38","9","True","中活動","2024/08/10 16:55:38","2025/06/13 16:55:38"
"user41@mirai-const.co.jp","サンプルユーザー 41","管理部","アシスタント","True","2025/05/25 16:55:38","19","True","中活動","2024/07/12 16:55:38","2025/06/13 16:55:38"
"user42@mirai-const.co.jp","サンプルユーザー 42","技術部","エンジニア","True","2025/06/07 16:55:38","6","True","高活動","2024/08/24 16:55:38","2025/06/13 16:55:38"
"user43@mirai-const.co.jp","サンプルユーザー 43","経理部","マネージャー","True","2025/05/26 16:55:38","18","True","中活動","2025/01/02 16:55:38","2025/06/13 16:55:38"
"user44@mirai-const.co.jp","サンプルユーザー 44","人事部","マネージャー","True","2025/06/05 16:55:38","8","True","中活動","2024/12/31 16:55:38","2025/06/13 16:55:38"
"user45@mirai-const.co.jp","サンプルユーザー 45","経理部","アシスタント","True","2025/05/29 16:55:38","15","True","中活動","2024/09/17 16:55:38","2025/06/13 16:55:38"
"user46@mirai-const.co.jp","サンプルユーザー 46","技術部","マネージャー","True","2025/06/07 16:55:38","6","True","高活動","2024/08/21 16:55:38","2025/06/13 16:55:38"
"user47@mirai-const.co.jp","サンプルユーザー 47","人事部","アシスタント","True","2025/06/02 16:55:38","11","True","中活動","2025/01/01 16:55:38","2025/06/13 16:55:38"
"user48@mirai-const.co.jp","サンプルユーザー 48","経理部","シニアエンジニア","True","2025/06/04 16:55:38","9","True","中活動","2024/06/21 16:55:38","2025/06/13 16:55:38"
"user49@mirai-const.co.jp","サンプルユーザー 49","経理部","スペシャリスト","True","2025/06/04 16:55:38","9","True","中活動","2025/05/04 16:55:38","2025/06/13 16:55:38"
"user50@mirai-const.co.jp","サンプルユーザー 50","経理部","アシスタント","True","2025/05/19 16:55:38","25","True","中活動","2025/01/26 16:55:38","2025/06/13 16:55:38"
"user51@mirai-const.co.jp","サンプルユーザー 51","技術部","エンジニア","True","2025/05/15 16:55:38","29","True","中活動","2025/01/28 16:55:38","2025/06/13 16:55:38"
"user52@mirai-const.co.jp","サンプルユーザー 52","営業部","マネージャー","True","2025/06/09 16:55:38","4","True","高活動","2025/05/08 16:55:38","2025/06/13 16:55:38"
"user53@mirai-const.co.jp","サンプルユーザー 53","人事部","スペシャリスト","True","2025/05/15 16:55:38","29","True","中活動","2025/04/08 16:55:38","2025/06/13 16:55:38"
"user54@mirai-const.co.jp","サンプルユーザー 54","経理部","マネージャー","True","2025/05/16 16:55:38","28","True","中活動","2025/01/23 16:55:38","2025/06/13 16:55:38"
"user55@mirai-const.co.jp","サンプルユーザー 55","人事部","スペシャリスト","True","2025/05/16 16:55:38","28","True","中活動","2025/05/02 16:55:38","2025/06/13 16:55:38"
"user56@mirai-const.co.jp","サンプルユーザー 56","営業部","マネージャー","True","2025/06/08 16:55:38","5","True","高活動","2024/10/11 16:55:38","2025/06/13 16:55:38"
"user57@mirai-const.co.jp","サンプルユーザー 57","技術部","マネージャー","True","2025/06/05 16:55:38","8","True","中活動","2025/04/06 16:55:38","2025/06/13 16:55:38"
"user58@mirai-const.co.jp","サンプルユーザー 58","技術部","アシスタント","True","2025/06/06 16:55:38","7","True","高活動","2025/03/28 16:55:38","2025/06/13 16:55:38"
"user59@mirai-const.co.jp","サンプルユーザー 59","経理部","マネージャー","True","2025/05/21 16:55:38","23","True","中活動","2024/10/03 16:55:38","2025/06/13 16:55:38"
"user60@mirai-const.co.jp","サンプルユーザー 60","管理部","スペシャリスト","True","2025/05/22 16:55:38","22","True","中活動","2024/11/09 16:55:38","2025/06/13 16:55:38"
"user61@mirai-const.co.jp","サンプルユーザー 61","技術部","シニアエンジニア","True","2025/05/16 16:55:38","28","True","中活動","2025/03/19 16:55:38","2025/06/13 16:55:38"
"user62@mirai-const.co.jp","サンプルユーザー 62","人事部","シニアエンジニア","True","2025/05/17 16:55:38","27","True","中活動","2024/06/21 16:55:38","2025/06/13 16:55:38"
"user63@mirai-const.co.jp","サンプルユーザー 63","管理部","シニアエンジニア","True","2025/06/12 16:55:38","1","True","高活動","2024/08/17 16:55:38","2025/06/13 16:55:38"
"user64@mirai-const.co.jp","サンプルユーザー 64","人事部","マネージャー","True","2025/05/17 16:55:38","27","True","中活動","2024/08/08 16:55:38","2025/06/13 16:55:38"
"user65@mirai-const.co.jp","サンプルユーザー 65","技術部","スペシャリスト","True","2025/06/02 16:55:38","11","True","中活動","2024/06/30 16:55:38","2025/06/13 16:55:38"
"user66@mirai-const.co.jp","サンプルユーザー 66","営業部","エンジニア","True","2025/05/27 16:55:38","17","True","中活動","2025/01/12 16:55:38","2025/06/13 16:55:38"
"user67@mirai-const.co.jp","サンプルユーザー 67","管理部","マネージャー","True","2025/06/02 16:55:38","11","True","中活動","2025/02/12 16:55:38","2025/06/13 16:55:38"
"user68@mirai-const.co.jp","サンプルユーザー 68","営業部","シニアエンジニア","True","2025/05/24 16:55:38","20","True","中活動","2024/08/18 16:55:38","2025/06/13 16:55:38"
"user69@mirai-const.co.jp","サンプルユーザー 69","営業部","スペシャリスト","True","2025/06/03 16:55:38","10","True","中活動","2024/09/07 16:55:38","2025/06/13 16:55:38"
"user70@mirai-const.co.jp","サンプルユーザー 70","管理部","スペシャリスト","True","2025/05/24 16:55:38","20","True","中活動","2025/03/30 16:55:38","2025/06/13 16:55:38"
"user71@mirai-const.co.jp","サンプルユーザー 71","営業部","アシスタント","True","2025/06/10 16:55:38","3","True","高活動","2025/02/17 16:55:38","2025/06/13 16:55:38"
"user72@mirai-const.co.jp","サンプルユーザー 72","管理部","スペシャリスト","True","2025/06/08 16:55:38","5","True","高活動","2024/12/16 16:55:38","2025/06/13 16:55:38"
"user73@mirai-const.co.jp","サンプルユーザー 73","人事部","マネージャー","True","2025/05/30 16:55:38","14","True","中活動","2025/04/20 16:55:38","2025/06/13 16:55:38"
"user74@mirai-const.co.jp","サンプルユーザー 74","管理部","アシスタント","True","2025/05/25 16:55:38","19","True","中活動","2025/02/11 16:55:38","2025/06/13 16:55:38"
"user75@mirai-const.co.jp","サンプルユーザー 75","営業部","マネージャー","True","2025/05/17 16:55:38","27","True","中活動","2025/04/24 16:55:38","2025/06/13 16:55:38"
"user76@mirai-const.co.jp","サンプルユーザー 76","経理部","エンジニア","True","2025/05/24 16:55:38","20","True","中活動","2025/04/04 16:55:38","2025/06/13 16:55:38"
"user77@mirai-const.co.jp","サンプルユーザー 77","営業部","スペシャリスト","True","2025/06/06 16:55:38","7","True","高活動","2024/10/22 16:55:38","2025/06/13 16:55:38"
"user78@mirai-const.co.jp","サンプルユーザー 78","営業部","スペシャリスト","True","2025/05/23 16:55:38","21","True","中活動","2025/04/20 16:55:38","2025/06/13 16:55:38"
"user79@mirai-const.co.jp","サンプルユーザー 79","営業部","アシスタント","True","2025/05/21 16:55:38","23","True","中活動","2025/04/26 16:55:38","2025/06/13 16:55:38"
"user80@mirai-const.co.jp","サンプルユーザー 80","営業部","エンジニア","True","2025/05/27 16:55:38","17","True","中活動","2025/03/31 16:55:38","2025/06/13 16:55:38"
"user81@mirai-const.co.jp","サンプルユーザー 81","管理部","シニアエンジニア","True","2025/06/01 16:55:38","12","True","中活動","2025/03/22 16:55:38","2025/06/13 16:55:38"
"user82@mirai-const.co.jp","サンプルユーザー 82","管理部","スペシャリスト","True","2025/05/20 16:55:38","24","True","中活動","2024/08/04 16:55:38","2025/06/13 16:55:38"
"user83@mirai-const.co.jp","サンプルユーザー 83","営業部","エンジニア","True","2025/05/30 16:55:38","14","True","中活動","2024/08/26 16:55:38","2025/06/13 16:55:38"
"user84@mirai-const.co.jp","サンプルユーザー 84","技術部","スペシャリスト","True","2025/05/22 16:55:38","22","True","中活動","2024/06/21 16:55:38","2025/06/13 16:55:38"
"user85@mirai-const.co.jp","サンプルユーザー 85","管理部","スペシャリスト","True","2025/05/15 16:55:38","29","True","中活動","2025/03/11 16:55:38","2025/06/13 16:55:38"
"user86@mirai-const.co.jp","サンプルユーザー 86","経理部","マネージャー","True","2025/05/27 16:55:38","17","True","中活動","2025/04/27 16:55:38","2025/06/13 16:55:38"
"user87@mirai-const.co.jp","サンプルユーザー 87","人事部","スペシャリスト","True","2025/06/12 16:55:38","1","True","高活動","2025/02/28 16:55:38","2025/06/13 16:55:38"
"user88@mirai-const.co.jp","サンプルユーザー 88","管理部","アシスタント","True","2025/05/26 16:55:38","18","True","中活動","2024/08/16 16:55:38","2025/06/13 16:55:38"
"user89@mirai-const.co.jp","サンプルユーザー 89","営業部","マネージャー","True","2025/05/16 16:55:38","28","True","中活動","2025/05/09 16:55:38","2025/06/13 16:55:38"
"user90@mirai-const.co.jp","サンプルユーザー 90","技術部","スペシャリスト","True","2025/05/15 16:55:38","29","True","中活動","2025/05/13 16:55:38","2025/06/13 16:55:38"
"user91@mirai-const.co.jp","サンプルユーザー 91","営業部","シニアエンジニア","True","2025/06/04 16:55:38","9","True","中活動","2024/08/25 16:55:38","2025/06/13 16:55:38"
"user92@mirai-const.co.jp","サンプルユーザー 92","管理部","スペシャリスト","True","2025/05/17 16:55:38","27","True","中活動","2024/07/27 16:55:38","2025/06/13 16:55:38"
"user93@mirai-const.co.jp","サンプルユーザー 93","技術部","エンジニア","True","2025/05/17 16:55:38","27","True","中活動","2024/08/28 16:55:38","2025/06/13 16:55:38"
"user94@mirai-const.co.jp","サンプルユーザー 94","技術部","マネージャー","True","2025/06/02 16:55:38","11","True","中活動","2025/03/19 16:55:38","2025/06/13 16:55:38"
"user95@mirai-const.co.jp","サンプルユーザー 95","技術部","マネージャー","True","2025/05/27 16:55:38","17","True","中活動","2025/02/28 16:55:38","2025/06/13 16:55:38"
"user96@mirai-const.co.jp","サンプルユーザー 96","技術部","スペシャリスト","True","2025/05/19 16:55:38","25","True","中活動","2024/09/08 16:55:38","2025/06/13 16:55:38"
"user97@mirai-const.co.jp","サンプルユーザー 97","人事部","マネージャー","True","2025/06/03 16:55:38","10","True","中活動","2025/03/10 16:55:38","2025/06/13 16:55:38"
"user98@mirai-const.co.jp","サンプルユーザー 98","管理部","エンジニア","True","2025/05/15 16:55:38","29","True","中活動","2025/01/07 16:55:38","2025/06/13 16:55:38"
"user99@mirai-const.co.jp","サンプルユーザー 99","経理部","エンジニア","True","2025/05/17 16:55:38","27","True","中活動","2024/07/26 16:55:38","2025/06/13 16:55:38"
"user100@mirai-const.co.jp","サンプルユーザー 100","管理部","スペシャリスト","True","2025/06/10 16:55:38","3","True","高活動","2024/08/23 16:55:38","2025/06/13 16:55:38"
